BOS 怎么降低 EOS\	O O O O O commission_adjust
BOS 我的佣金还是万五的，现在不是2.5万吗？如何申请降佣金？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我帐户是2003年从营业部开的应该手续费很高 EOS\	O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 能给降下手续费吗 EOS\	O O O O O O O O O commission_adjust
BOS 佣金是否能降 EOS\	O O O O O O O commission_adjust
BOS 如果我的手续费过高可以通过这个软件修改吗 EOS\	O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我在临邑县营业厅开通的齐鲁证券佣金能降到万分之2.5嘛 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我在临邑县营业厅开通的齐鲁证券佣金能降到万分之2.5嘛 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我现在是千分之三的佣金，能申请调低佣金吗？ EOS\	O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我想在网上再开一个帐户，是不是佣金可以降下来 EOS\	O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我这个户佣金能不能降 EOS\	O O O O O O O O O O O commission_adjust
BOS 小杨，现在能降佣金吗 EOS\	O O O O O O O O O O O commission_adjust
BOS 能否将我的佣金降低 EOS\	O O O O O O O O O O commission_adjust
BOS 你好，我的账户佣金是万8的，能降低到万2.5吗 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 怎么降低我的交易手续费 EOS\	O O O O O O O O O O O O commission_adjust
BOS 请给我降到万3 EOS\	O O O O O O O O commission_adjust
BOS 给我把佣金降低 不然就转户了 EOS\	O O O O O O O O O O O O O O O commission_adjust
BOS 怎样降低佣金 EOS\	O O O O O O O commission_adjust
BOS 资金量增多，是否给降低佣金。 EOS\	O O O O O O O O O O O O O O O commission_adjust
BOS 我手续费可以降低吗 EOS\	O O O O O O O O O O commission_adjust
BOS 如何申请降低佣金 EOS\	O O O O O O O O O commission_adjust
BOS 交易佣金有几种计算方法我现在是1.2怎样能降佣金謝谢 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 交易佣金还能再低吗 EOS\	O O O O O O O O O O commission_adjust
BOS 请问能降低佣金吗？ EOS\	O O O O O O O O O O commission_adjust
BOS 我的佣金有点高 EOS\	O O O O O O O O commission_adjust
BOS 我的佣金去年开户就没降，也就没再用过 EOS\	O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我当时开说手机开户是万三，为何我去营业厅问是千三 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我在我们这的营业厅开的户，佣金是千分之三 EOS\	O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 能不能降低成万分之五？ EOS\	O O O O O O O O O O O O commission_adjust
BOS 佣金可以降吗 EOS\	O O O O O O O commission_adjust
BOS 我的佣金是多少，能降低吗？ EOS\	O O O O O O O O O O O O O O commission_adjust
BOS 我的佣金能降吗？ EOS\	O O O O O O O O O commission_adjust
BOS 你好 佣金能不能降一点。千二有些高 EOS\	O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我想佣金降低点行不 EOS\	O O O O O O O O O O commission_adjust
BOS 我的佣金能降吗？不降我就转户了 EOS\	O O O O O O O O O O O O O O O O commission_adjust
BOS 我是诸城开的账户。为什么我的税费高 EOS\	O O O O O O O O O O O O O O O O O O commission_adjust
BOS 你好，我想降低佣金率该怎么办理 EOS\	O O O O O O O O O O O O O O O O commission_adjust
BOS 能查出我的交易佣金是怎么抽取的吗？能降到W2.5吗？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我听很多朋友股民说他们的佣金是万分之三，为什么我的佣金要万分之六，怎么样才能降低佣金呢？谢谢！ EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 不是能申请降低佣金吗 EOS\	O O O O O O O O O O O commission_adjust
BOS 能不能把佣金降到万二 EOS\	O O O O O O O O O O O commission_adjust
BOS 在别的券商那新开的2.5,我想问咱这的都这么高吗 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 那我怎么弄可以把佣金降下来呢 EOS\	O O O O O O O O O O O O O O O commission_adjust
BOS 我的佣金是千分之一点二，听朋友说他们最高万分之五，我的佣金还能降吗%3F EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 股票交易佣金现在枣庄能降多少 EOS\	O O O O O O O O O O O O O O O commission_adjust
BOS 您好，请问下股票交易佣金最低可降到多少？谢谢 EOS\	O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 你好，我想问能不能把我的佣金降到万2.5  我在国金开的户就是这么低，如果不降，我就把资金转过去了 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 能不能降低点 EOS\	O O O O O O O commission_adjust
BOS 我的佣金能降吗 EOS\	O O O O O O O O commission_adjust
BOS 怎么降低手续费 EOS\	O O O O O O O O commission_adjust
BOS 那我现在是不是在和中泰证券沟通？能不能降低我的佣金？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 好。我看最近注册佣金很低，我能降吗 EOS\	O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我的账户还能降佣金么 EOS\	O O O O O O O O O O O commission_adjust
BOS 你把我佣金也降到万2.5吧 EOS\	O O O O O O O O O O O O O O commission_adjust
BOS 我的佣金率，如何降低 EOS\	O O O O O O O O O O O commission_adjust
BOS 佣金太高 EOS\	O O O O O commission_adjust
BOS 我想咨询一下佣金可以降低吗 EOS\	O O O O O O O O O O O O O O commission_adjust
BOS 如何降佣金 EOS\	O O O O O O commission_adjust
BOS 我想降低佣金怎么办 EOS\	O O O O O O O O O O commission_adjust
BOS 我想降低佣金怎么办 EOS\	O O O O O O O O O O commission_adjust
BOS 我想调佣金 EOS\	O O O O O O commission_adjust
BOS 如果高的话，能降低吗 EOS\	O O O O O O O O O O O commission_adjust
BOS 我想降佣金找谁 EOS\	O O O O O O O O commission_adjust
BOS 你能不能给我降降佣金 EOS\	O O O O O O O O O O O commission_adjust
BOS 你好 ！还能不能降佣金千份之|太高了 EOS\	O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 佣金如何申请降低 EOS\	O O O O O O O O O commission_adjust
BOS 怎么把佣金降低 EOS\	O O O O O O O O commission_adjust
BOS 你好，我地账户佣金能不能降为万2.5 EOS\	O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 帮我降低佣金到万2可以吗？我华泰的佣金是万二的 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我的交易佣金为啥这么高？看宣传佣金都是万三以下了啊！ EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 怎么知道在哪个营业部开的户，我想降低佣金，我是万五现在 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我想问一下我的佣金，能不能降到万二点五。 EOS\	O O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 多长时间可以申请降低佣金 EOS\	O O O O O O O O O O O O O commission_adjust
BOS 佣金想降一下 EOS\	O O O O O O O commission_adjust
BOS 怎么申请降低佣金？ EOS\	O O O O O O O O O O commission_adjust
BOS 怎么申请降低佣金？ EOS\	O O O O O O O O O O commission_adjust
BOS 我的佣金这么高呀！千分之六 EOS\	O O O O O O O O O O O O O O commission_adjust
BOS 你们公司收的太高了，人家公司都万二点五 EOS\	O O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 我的佣金能降下来吗 EOS\	O O O O O O O O O O commission_adjust
BOS 好吧，交易佣金找谁谈太能给我打折 EOS\	O O O O O O O O O O O O O O O O O commission_adjust
BOS 别的证卷公司为万分之二，能否降低 EOS\	O O O O O O O O O O O O O O O O O commission_adjust
BOS 我的交易佣金能降吗 EOS\	O O O O O O O O O O commission_adjust
BOS 你们公司的佣金可以降吗 EOS\	O O O O O O O O O O O O commission_adjust
BOS 那如果想调降佣金的话，有什么方法呢？ EOS\	O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 另外我的帐户佣金为千三，能降吗？ EOS\	O O O O O O O O O O O O O O O O O commission_adjust
BOS 网上开户是不是佣金低一些？是万五吗？ EOS\	O O O O O O O O O O O O O O O O O O O commission_adjust
BOS 怎样能降低佣金费率 EOS\	O O O O O O O O O O commission_adjust
BOS 佣金能不能降一点 EOS\	O O O O O O O O O commission_adjust
BOS 佣金能不能降低 EOS\	O O O O O O O O commission_adjust
BOS 投入1万佣金会降到多少 EOS\	O O O O O O O O O O O O commission_adjust
BOS 现在都万分之几的佣金了我还是千分之三，哈哈笑死个人，不走不行了<吐舌> EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O commission_adjust
