1640	BOS 现金宝安全吗 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1641	BOS 广深铁路后市如何？ EOS\	O O O O O O O O O O stock_analysis
1642	BOS 请问如何申购新股 EOS\	O O O O O B-action I-action B-subject I-subject newstk_quote_cal
1643	BOS 请问老师，国轩高科短期走势如何 EOS\	O O O O O O O O O O O O O O O O stock_analysis
1644	BOS 你好，有好股票推荐嘛 EOS\	O O O O O O O O O O O stock_analysis
1645	BOS 多氟多因非公开发行停牌了，我行我想叫您帮我分析一下 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O stock_analysis
1646	BOS 我新股怎麼大不了 EOS\	O O B-subject I-subject O O O O O newstk_quote_cal
1647	BOS 老师请问601166后面的走势如何射谢 EOS\	O O O O O O O O O O O O O O O O O O O O stock_analysis
1648	BOS 请问我东富龙股票亏20 EOS\	O O O O O O O O O O O O stock_analysis
1649	BOS 请老师看看康普顿（603798）这只股票 EOS\	O O O O O O O O O O O O O O O O O O O O O stock_analysis
1650	BOS 新股无法申购 EOS\	O B-subject I-subject O O B-action I-action newstk_subscribe_cal
1651	BOS 你说的现金宝是什么？能介绍一下？ EOS\	O O O O B-subject I-subject I-subject O O O O O O O O O O xjb_consult
1653	BOS 请问如我能圣申购多少新股啊，有什么条件吗 EOS\	O O O O O O O B-action I-action B-object I-object B-subject I-subject O O O O O O O O newstk_quote_cal
1654	BOS 现金宝起购是多少 EOS\	O B-subject I-subject I-subject O O O O O xjb_consult
1655	BOS 怎么参与现金宝 EOS\	O O O O O B-subject I-subject I-subject xjb_consult
1656	BOS 听说你们有现金宝‘给我介绍一下吧 EOS\	O O O O O O B-subject I-subject I-subject O O O O O O O O xjb_consult
1657	BOS 为何最近几天不能申购新股 EOS\	O O O O O O O O O B-action I-action B-subject I-subject newstk_quote_cal
1658	BOS 还想问一下现金宝是什么 EOS\	O O O O O O B-subject I-subject I-subject O O O xjb_consult
1659	BOS 申购新股有什么条件 EOS\	O B-action I-action B-subject I-subject O O O B-object I-object newstk_subscribe_cal
1660	BOS 请问开始点了万家现金宝签约 后来再银证转帐的话 钱会自动到现金宝里吗 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-subject I-subject I-subject O O xjb_consult
1661	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1662	BOS 现金宝是什么业务 EOS\	O B-subject I-subject I-subject O O O O O xjb_consult
1663	BOS 现金宝是什么啊 EOS\	O B-subject I-subject I-subject O O O O xjb_consult
1664	BOS 我想咨询下中泰证券的现金宝哈 EOS\	O O O O O O O O O O O B-subject I-subject I-subject O xjb_consult
1665	BOS 你好！请问怎样继续购买现金宝呢？刚才操作没有成功 EOS\	O O O O O O O O O O O O B-subject I-subject I-subject O O O O O O O O O O xjb_consult
1666	BOS 你好，万家宝是基金还是吃利息呀 EOS\	O O O O B-subject I-subject I-subject O O O O O O O O O xjb_consult
1667	BOS 您好！我想问问余额增值的两个选择各有什么规定？需要注意什么？ EOS\	O O O O O O O O B-subject I-subject I-subject I-subject O O O O O O O O O O O O O O O O O O O xjb_consult
1668	BOS 你好，我刚开户有两万多资金，请问怎么办理锦泉汇金理财 EOS\	O O O O O O O O O O O O O O O O O O O O O B-subject I-subject I-subject I-subject I-subject I-subject xjb_consult
1669	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1670	BOS 如何申购新股，申购新股有什么条件吗？ EOS\	O O O O O O O O B-action I-action B-subject I-subject O O O O O O O newstk_quote_cal
1671	BOS 什么是现金宝 EOS\	O O O O B-subject I-subject I-subject xjb_consult
1672	BOS 怎么买现金宝 EOS\	O O O O B-subject I-subject I-subject xjb_consult
1673	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1674	BOS 怎么参与现金宝 EOS\	O O O O O B-subject I-subject I-subject xjb_consult
1675	BOS 麻烦给开通新股申购，谢谢 EOS\	O O O O O O B-subject I-subject B-action I-action O O O newstk_quote_cal
1676	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1677	BOS 前天申购的上海银行可以 EOS\	O O O B-action I-action O B-subject I-subject I-subject I-subject O O newstk_quote_cal
1678	BOS 你好，现金宝保本吗 EOS\	O O O O B-subject I-subject I-subject O O O xjb_consult
1679	BOS 深圳申购额度怎么开通？ EOS\	O O O B-action I-action B-object I-object O O O O O newstk_subscribe_cal
1680	BOS 怎么具备新股申购资格 EOS\	O O O O O B-subject I-subject B-action I-action B-object I-object newstk_subscribe_cal
1681	BOS 明天大盘怎样 EOS\	O O O O O O O stock_analysis
1682	BOS 怎麼看自己能申購多少新股 EOS\	O O O O O O O B-action I-action O O B-subject I-subject newstk_quote_cal
1683	BOS 002197怎么看 EOS\	O O O O O O O O O O stock_analysis
1684	BOS 現在新股申購有什麼要求 EOS\	O O O B-subject I-subject B-action I-action O O O B-object I-object newstk_subscribe_cal
1685	BOS 请问600871石化油服后市如何 EOS\	O O O O O O O O O O O O O O O O O stock_analysis
1686	BOS 顺丰控股你怎么看？ EOS\	O O O O O O O O O O stock_analysis
1687	BOS 请问000410后期走势如何？ EOS\	O O O O O O O O O O O O O O O O stock_analysis
1688	BOS 民生银行8.03进的还有意思吗？ EOS\	O O O O O O O O O O O O O O O O O stock_analysis
1689	BOS 你好，帮我看看002266成本9元怎样操作，谢谢你 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O stock_analysis
1690	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1691	BOS 你好，新股申购的条件。 EOS\	O O O O B-subject I-subject B-action I-action O B-object I-object O newstk_subscribe_cal
1692	BOS 我买了基金？万家宝？ EOS\	O O O O O O O B-subject I-subject I-subject O xjb_consult
1693	BOS 际华集团如何 EOS\	O O O O O O O stock_analysis
1694	BOS 想问一下际华集团 EOS\	O O O O O O O O O stock_analysis
1695	BOS 老师什么是现金宝 EOS\	O O O O O O B-subject I-subject I-subject xjb_consult
1696	BOS 东方航空7.5的本。后续如何操作？ EOS\	O O O O O O O O O O O O O O O O O O stock_analysis
1697	BOS 怎么买现金宝 EOS\	O O O O B-subject I-subject I-subject xjb_consult
1698	BOS 证卷B级现在持有，等什么时候卖可以，谢谢 EOS\	O O O O O O O O O O O O O O O O O O O O O stock_analysis
1699	BOS 你好，请问什么是现金宝业务？ EOS\	O O O O O O O O O B-subject I-subject I-subject O O O xjb_consult
1700	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1701	BOS 怎么买现金宝 EOS\	O O O O B-subject I-subject I-subject xjb_consult
1702	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1703	BOS 为什么不能申购新股啊 EOS\	O O O O O O B-action I-action B-subject I-subject O newstk_quote_cal
1704	BOS 怎么买现金宝 EOS\	O O O O B-subject I-subject I-subject xjb_consult
1705	BOS 现金宝是什么，有风险吗 EOS\	O B-subject I-subject I-subject O O O O O O O O xjb_consult
1706	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1707	BOS 今天有新股申购没 EOS\	O O O O B-subject I-subject B-action I-action O newstk_quote_cal
1708	BOS 我能申购吗 EOS\	O O O B-action I-action O newstk_subscribe_cal
1709	BOS 6001106 后期走势 EOS\	O O O O O O O O O O O O O stock_analysis
1710	BOS 现金宝和齐鲁惠泉是一回事吗 EOS\	O B-subject I-subject I-subject O O O O O O O O O O xjb_consult
1711	BOS 宝钢股份后市如何？ EOS\	O O O O O O O O O O stock_analysis
1712	BOS 怎么看新股申构 EOS\	O O O O B-subject I-subject B-action I-action newstk_quote_cal
1713	BOS 现金宝我有没有开通 EOS\	O B-subject I-subject I-subject O O O O O O xjb_consult
1714	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1715	BOS 新股申购最少要买1000股吗 EOS\	O B-subject I-subject B-action I-action O O O O O O O O O O newstk_subscribe_cal
1716	BOS 什么是现金宝呀 EOS\	O O O O B-subject I-subject I-subject O xjb_consult
1717	BOS 我想问下，我早上转的账怎么现在还没到呢 EOS\	O O O O O O O O O O O O O O B-subject I-subject I-subject I-subject I-subject O transfer_failed
1718	BOS 麻烦给我看着002100为啥涨不动 EOS\	O O O O O O O O O O O O O O O O O O stock_analysis
1719	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1720	BOS 申购额度怎么查 EOS\	O B-action I-action B-subject I-subject O O O newstk_quote_cal
1721	BOS 现金宝是什么意思 EOS\	O B-subject I-subject I-subject O O O O O xjb_consult
1722	BOS 怎么弄xian'jin'bao EOS\	O O O O B-subject I-subject I-subject I-subject I-subject I-subject I-subject I-subject I-subject I-subject I-subject I-subject xjb_consult
1723	BOS 你好小杨，我怎么不能申购新股呢 EOS\	O O O O O O O O O O O B-action I-action B-subject I-subject O newstk_quote_cal
1724	BOS 002352怎么样？今天开封了 EOS\	O O O O O O O O O O O O O O O O stock_analysis
1725	BOS 怎么签约xian'jin'bao EOS\	O O O O O B-subject I-subject I-subject I-subject I-subject I-subject I-subject I-subject I-subject I-subject I-subject I-subject xjb_consult
1726	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1727	BOS 手机炒股为什么不能申购新股了 EOS\	O O O O O O O O O O B-action I-action B-subject I-subject O newstk_subscribe_cal
1728	BOS 你们那个现金宝是什么 EOS\	O O O O O B-subject I-subject I-subject O O O xjb_consult
1729	BOS 我怎么买不了新股啊。都快一个月了。怎么没申购额度啊 EOS\	O O O O O O O B-subject I-subject O O O O O O O O O O O O B-action I-action B-object I-object O newstk_quote_cal
1730	BOS 万家现金宝和锦泉汇金有什么区别吗 EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O O xjb_consult
1731	BOS 怎么弄现金宝 EOS\	O O O O B-subject I-subject I-subject xjb_consult
1732	BOS 你好请问新股申购为什深市可以而上海不可以呢？ EOS\	O O O O O B-subject I-subject B-action I-action O O O O O O O O O O O O O O newstk_subscribe_cal
1733	BOS 重庆港九还可持有吗 EOS\	O O O O O O O O O O stock_analysis
1734	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1735	BOS 老师好，京东方A可持有吗 EOS\	O O O O O O O O O O O O O stock_analysis
1736	BOS 帮我分析一下000410这股怎么样 EOS\	O O O O O O O O O O O O O O O O O O stock_analysis
1737	BOS 你好 前天我签约了现金宝 怎么现在理财资产一直余额为0 EOS\	O O O O O O O O O O B-subject I-subject I-subject O O O O O O O O O O O O O O O xjb_consult
1738	BOS 老师帮忙分析中信国安 EOS\	O O O O O O O O O O O stock_analysis
1739	BOS 您好，华钰矿业短中期还可以上41元%3F EOS\	O O O O O O O O O O O O O O O O O O O O O stock_analysis
1740	BOS 现金宝是什么啊？ EOS\	O B-subject I-subject I-subject O O O O O xjb_consult
1741	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1742	BOS 申购新股出现无此权限是什么意思？ EOS\	O B-action I-action B-subject I-subject O O O O O O O O O O O O newstk_quote_cal
1743	BOS 我想问问6001106后期走势 EOS\	O O O O O O O O O O O O O O O O stock_analysis
1744	BOS 现金宝是什么？ EOS\	O B-subject I-subject I-subject O O O O xjb_consult
1745	BOS 请问老师600050中国联通什么价位卖出合适？ EOS\	O O O O O O O O O O O O O O O O O O O O O O O O stock_analysis
1746	BOS 没有市值就不能审购吗？？？ EOS\	O O O O O O O O B-action I-action O O O O newstk_subscribe_cal
1747	BOS 现金宝签约要先解约锦泉汇金是怎么 EOS\	O B-subject I-subject I-subject O O O O O O O O O O O O O xjb_consult
1748	BOS 为什么我的新股申购额度还是0 EOS\	O O O O O O B-subject I-subject B-action I-action B-object I-object O O O newstk_quote_cal
1749	BOS 你们这边能买理财呗 EOS\	O O O O O O O B-subject I-subject O xjb_consult
1750	BOS 美晨科技现在适合购买吗 EOS\	O O O O O O O O O O O O stock_analysis
1751	BOS 万家现金宝盈亏幅度多大 EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O xjb_consult
1752	BOS 你好请老师帮我分析一下002468 谢谢 EOS\	O O O O O O O O O O O O O O O O O O O O O stock_analysis
1753	BOS 怎么弄现金宝 EOS\	O O O O B-subject I-subject I-subject xjb_consult
1754	BOS 请问理财产品能算市值申购新股吗？ EOS\	O O O O O O O O O O O B-action I-action B-subject I-subject O O newstk_quote_cal
1755	BOS 什么能赚钱？ EOS\	O O O O O O O stock_analysis
1756	BOS 怎么弄现金宝 EOS\	O O O O B-subject I-subject I-subject xjb_consult
1757	BOS 请问300123太阳鸟接下来怎么操作好？ EOS\	O O O O O O O O O O O O O O O O O O O O O stock_analysis
1758	BOS 为什么只能申购一只新股， EOS\	O O O O O O B-action I-action O O B-subject I-subject O newstk_quote_cal
1759	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1760	BOS 000806能否买进 EOS\	O O O O O O O O O O O stock_analysis
1761	BOS 请问国元证券怎么样 EOS\	O O O O O O O O O O stock_analysis
1762	BOS 首页那个现金宝是什么 EOS\	O O O O O B-subject I-subject I-subject O O O xjb_consult
1763	BOS 我点了，显示我没有申购代码 EOS\	O O O O O O O O O O B-action I-action O O newstk_quote_cal
1764	BOS 你好！000401这只股怎么样 EOS\	O O O O O O O O O O O O O O O O stock_analysis
1765	BOS 你好，我想了解一下现金宝 EOS\	O O O O O O O O O O B-subject I-subject I-subject xjb_consult
1766	BOS 包钢股份怎么操作 EOS\	O O O O O O O O O stock_analysis
1767	BOS 怎么开现金宝 EOS\	O O O O B-subject I-subject I-subject xjb_consult
1768	BOS 小周我是你吴姐我有深圳的股票户口为什么不能申购深圳的股票我能买深圳的股票的 EOS\	O O O O O O O O O O O O O O O O O O O O O O B-action I-action O O O B-subject I-subject O O O O O O O O O newstk_quote_cal
1769	BOS 您好可以帮忙分析一下股票吗？ EOS\	O O O O O O O O O O O O O O O stock_analysis
1770	BOS 现金宝和锦泉汇金哪个更合适？ EOS\	O B-subject I-subject I-subject O O O O O O O O O O O xjb_consult
1771	BOS 600571深套了怎么办 EOS\	O O O O O O O O O O O O O stock_analysis
1772	BOS 002024，600170被套后市怎样操作 EOS\	O O O O O O O O O O O O O O O O O O O O O O stock_analysis
1773	BOS 现金宝自动扣款 EOS\	O B-subject I-subject I-subject O O O O xjb_consult
1774	BOS 我想问一下新股申购的条件 EOS\	O O O O O O B-subject I-subject B-action I-action O B-object I-object newstk_subscribe_cal
1775	BOS 请分析下600066宇通客车 EOS\	O O O O O O O O O O O O O O O stock_analysis
1776	BOS 现金宝是不是活期存折？ EOS\	O B-subject I-subject I-subject O O O O O O O O xjb_consult
1777	BOS 中信国安近期可持有吗 EOS\	O O O O O O O O O O O stock_analysis
1778	BOS 我是那个股市余额增值理财，这个怎么退出 EOS\	O O O O O B-subject I-subject I-subject I-subject I-subject I-subject I-subject I-subject O O O O O O O xjb_consult
1779	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1780	BOS 常宝股份明天分红，明天买入有效吗？谢谢 EOS\	O O O O O O O O O O O O O O O O O O O O stock_analysis
1781	BOS 603208可以继续持有吗？ EOS\	O O O O O O O O O O O O O O O stock_analysis
1782	BOS 请问300O58现在是买是好，还是卖好。谢谢 EOS\	O O O O O O O O O O O O O O O O O O O O O O O stock_analysis
1783	BOS 帮我看看002408 齐翔腾达，10元成本 EOS\	O O O O O O O O O O O O O O O O O O O O O O stock_analysis
1784	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1785	BOS 长上影线意味着股价将如何？ EOS\	O O O O O O O O O O O O O O stock_analysis
1786	BOS 什么是现金宝 EOS\	O O O O B-subject I-subject I-subject xjb_consult
1787	BOS 两会后大盘怎么样 EOS\	O O O O O O O O O stock_analysis
1788	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1789	BOS 中国一重有沒有可能反彈 EOS\	O O O O O O O O O O O O stock_analysis
1790	BOS 现金宝是什么？ EOS\	O B-subject I-subject I-subject O O O O xjb_consult
1791	BOS 现金宝是什么，有风险吗 EOS\	O B-subject I-subject I-subject O O O O O O O O xjb_consult
1792	BOS 帮我看下科大讯飞走势 EOS\	O O O O O O O O O O O stock_analysis
1793	BOS 请问雄塑科技走势如何？可以继续持吗？谢谢 EOS\	O O O O O O O O O O O O O O O O O O O O O stock_analysis
1794	BOS 什么是现金宝 EOS\	O O O O B-subject I-subject I-subject xjb_consult
1795	BOS 002280联络互动可以加仓吗？ EOS\	O O O O O O O O O O O O O O O O O stock_analysis
1796	BOS 帮我分析一下苏宁云商 EOS\	O O O O O O O O O O O stock_analysis
1797	BOS 一般新股多少时间能申请？ EOS\	O O O B-subject I-subject O O O O O B-action I-action O newstk_quote_cal
1798	BOS 苏宁云商还能持有吗？ EOS\	O O O O O O O O O O O stock_analysis
1799	BOS 你好，请问宏达新才的后期操作？ EOS\	O O O O O O O O O O O O O O O O stock_analysis
1800	BOS 请帮我看看000688怎样我已套住 EOS\	O O O O O O O O O O O O O O O O O O stock_analysis
1801	BOS 中飞股份还可以拿吗谢谢 EOS\	O O O O O O O O O O O O stock_analysis
1802	BOS 603369要出吗？ EOS\	O O O O O O O O O O O stock_analysis
1803	BOS 请问石基股份该如何操作，26的本钱，谢谢您！！ EOS\	O O O O O O O O O O O O O O O O O O O O O O O O stock_analysis
1804	BOS 你好请问三雄极光开盘能有几个涨停板？ EOS\	O O O O O O O O O O O O O O O O O O O stock_analysis
1805	BOS 中粮生化14.9进去的，请问后市如何？ EOS\	O O O O O O O O O O O O O O O O O O O O stock_analysis
1806	BOS 002415长期趋势怎么样？ EOS\	O O O O O O O O O O O O O O O stock_analysis
1807	BOS 您好～均价7.9元买入600223鲁商置业～后市如何操作减亏。感谢～～！ EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O stock_analysis
1808	BOS 请教002256深套，下步如何操作？谢谢！ EOS\	O O O O O O O O O O O O O O O O O O O O O O stock_analysis
1809	BOS 国风塑业还有上涨空间吗？ EOS\	O O O O O O O O O O O O O stock_analysis
1810	BOS 002277，个股分析 EOS\	O O O O O O O O O O O O stock_analysis
1811	BOS 专家帮我分析一下兴业银行吧 EOS\	O O O O O O O O O O O O O O stock_analysis
1812	BOS 我可以申请前面是7的新股吗 EOS\	O O O O B-action I-action O O O O O B-subject I-subject O newstk_subscribe_cal
1813	BOS 002497怎样操作，我现被套多时。 EOS\	O O O O O O O O O O O O O O O O O O O stock_analysis
1814	BOS 怎么买现金宝 EOS\	O O O O B-subject I-subject I-subject xjb_consult
1815	BOS 我转账老是不成功 EOS\	O O O O O O O O O transfer_failed
1816	BOS 我点新股申购显示无申购代码 EOS\	O O O B-subject I-subject B-action I-action O O O O O O O newstk_quote_cal
1817	BOS 取消现金宝 EOS\	O O O B-subject I-subject I-subject xjb_consult
1818	BOS 现金宝到底是什么 EOS\	O B-subject I-subject I-subject O O O O O xjb_consult
1819	BOS 新股怎么样申购 EOS\	O B-subject I-subject O O O B-action I-action newstk_quote_cal
1820	BOS 资金转入失败是怎么回事 EOS\	O O O O O O O O O O O O transfer_failed
1821	BOS 你好，我想问下新股的申购额度如何得来？ EOS\	O O O O O O O O B-subject I-subject O B-action I-action B-object I-object O O O O O newstk_quote_cal
1822	BOS 现金宝 EOS\	O B-subject I-subject I-subject xjb_consult
1823	BOS 资金转不进来了 老失败 EOS\	O O O O O O O O O O O O transfer_failed
1824	BOS 现金宝 EOS\	O B-subject I-subject I-subject xjb_consult
1825	BOS 证券转不了银行怎么办 EOS\	O O O O O O O O O O O transfer_failed
1826	BOS 现金宝注册后购买设置总设置不了，在交易时间。 EOS\	O B-subject I-subject I-subject O O O O O O O O O O O O O O O O O O O xjb_consult
1827	BOS 什么额度啊 EOS\	O O O B-object I-object O newstk_quote_cal
1828	BOS 什么是现金宝 EOS\	O O O O B-subject I-subject I-subject xjb_consult
1829	BOS 我想问一下，新股申购不了是什么原因 EOS\	O O O O O O O B-subject I-subject B-action I-action O O O O O O O newstk_quote_cal
1830	BOS 怎么买现金宝呢 EOS\	O O O O B-subject I-subject I-subject O xjb_consult
1831	BOS 为什么不能申购新股 EOS\	O O O O O O B-action I-action B-subject I-subject newstk_quote_cal
1832	BOS 什么是现金宝 EOS\	O O O O B-subject I-subject I-subject xjb_consult
1833	BOS 现金宝是啥 EOS\	O B-subject I-subject I-subject O O xjb_consult
1834	BOS 中签后若资金不够，在规定的时间前把股票卖了，那部分钱是否可以申购！ EOS\	O O O O O O O O O O O O O O O O O O B-subject I-subject O O O O O O O O O O O B-action I-action O newstk_quote_cal
1835	BOS 怎么买现金宝 EOS\	O O O O B-subject I-subject I-subject xjb_consult
1836	BOS 我转不了账怎么办？ EOS\	O O O O O O O O O O transfer_failed
1837	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1838	BOS 如何新股申购 EOS\	O O O B-subject I-subject B-action I-action newstk_quote_cal
1839	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1840	BOS 我怎么不能申购新股啊 EOS\	O O O O O O B-action I-action B-subject I-subject O newstk_quote_cal
1841	BOS 什么是现金宝 EOS\	O O O O B-subject I-subject I-subject xjb_consult
1842	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1843	BOS 请问一下，为什么我可以申购上证，不能申购深证 EOS\	O O O O O O O O O O O O B-action I-action O O O O O O O B-subject I-subject newstk_quote_cal
1844	BOS 请问万家现金宝是什么基金.安全吗%3F EOS\	O O O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O O O xjb_consult
1845	BOS 如果我想每天把股市的余钱放到现金宝里 想用的时候取出 EOS\	O O O O O O O O O O O O O O O B-subject I-subject I-subject O O O O O O O O O xjb_consult
1846	BOS 我己购买深市股票，今天刚买了为什么没有申购数量 EOS\	O O O O O B-subject I-subject I-subject I-subject O O O O O O O O O O O B-action I-action O O newstk_quote_cal
1847	BOS 你好，请问现金宝与锦泉汇金有什么区别，各有什么持点%3F谢谢 EOS\	O O O O O O B-subject I-subject I-subject O O O O O O O O O O O O O O O O O O O O O O xjb_consult
1848	BOS 现金宝有风险吗？ EOS\	O B-subject I-subject I-subject O O O O O xjb_consult
1849	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1850	BOS 银证转账失败 EOS\	O O O O O O O transfer_failed
1851	BOS 现金宝是 EOS\	O B-subject I-subject I-subject O xjb_consult
1852	BOS 我转不了账怎么办 EOS\	O O O O O O O O O transfer_failed
1853	BOS 手机无法银证转帐 EOS\	O B-subject I-subject O O O O O O transfer_failed
1854	BOS 也就是买股票剩余的资金存入了现金宝，所以显示为可用，是这个意思吗 EOS\	O O O O O O O O O O O O O O O B-subject I-subject I-subject O O O O O O O O O O O O O O O xjb_consult
1855	BOS 钱怎么转不出来 EOS\	O O O O O O O O transfer_failed
1856	BOS 什么是现金宝 EOS\	O O O O B-subject I-subject I-subject xjb_consult
1857	BOS 我资金转不进 EOS\	O O O O O O O transfer_failed
1858	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1859	BOS 现金宝 EOS\	O B-subject I-subject I-subject xjb_consult
1860	BOS 你帮我查下为什么我的不能申购新股呢 EOS\	O O O O O O O O O O O O O B-action I-action B-subject I-subject O newstk_subscribe_cal
1861	BOS 现金宝 EOS\	O B-subject I-subject I-subject xjb_consult
1862	BOS 为什么点普通  新股申购没反应？ EOS\	O O O O O O O O B-subject I-subject I-subject B-action I-action O O O O newstk_quote_cal
1863	BOS 现金宝 EOS\	O B-subject I-subject I-subject xjb_consult
1864	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1865	BOS 多少钱能申购新股来着 EOS\	O B-object I-object I-object O B-action I-action B-subject I-subject O O newstk_quote_cal
1866	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1867	BOS 怎样申构新股 EOS\	O O O B-action I-action B-subject I-subject newstk_subscribe_cal
1868	BOS 我的现金宝是否已开通 EOS\	O O O B-subject I-subject I-subject O O O O O xjb_consult
1869	BOS 现金宝是乍样操作？ EOS\	O B-subject I-subject I-subject O O O O O O xjb_consult
1870	BOS 请问为何持有主板股票并有足够市值却不能申购主板新股？ EOS\	O O O O O O O O O O O O O O O O O O O O B-action I-action O O B-subject I-subject O newstk_subscribe_cal
1871	BOS 现金宝如何交易 EOS\	O B-subject I-subject I-subject O O O O xjb_consult
1872	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1873	BOS 你好！为什么我的可取资金转不到银行卡 EOS\	O O O O O O O O O B-subject I-subject I-subject I-subject O O O O O O transfer_failed
1874	BOS 万家现金宝是什么样的一个理财产品 EOS\	O B-subject I-subject I-subject I-subject I-subject O O O O O O O O O O O xjb_consult
1875	BOS 现金宝具体是怎么回事 EOS\	O B-subject I-subject I-subject O O O O O O O xjb_consult
1876	BOS 请问一下沪市深市得有多少钱的股票可以打新股 EOS\	O O O O O O O O O O O B-object I-object I-object I-object I-object I-object O O B-action B-subject I-subject newstk_quote_cal
1877	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1878	BOS 资金账户忘记了 EOS\	O O O O O O O O account_info_query
1879	BOS 申购新股需要什么条件 EOS\	O B-action I-action B-subject I-subject O O B-object I-object I-object I-object newstk_quote_cal
1880	BOS 怎么买现金宝 EOS\	O O O O B-subject I-subject I-subject xjb_consult
1881	BOS 如何知道自己的资金账号是多少，以前用的同花顺 EOS\	O O O O O O O O O O O O O O O O O O O O B-channel I-channel I-channel account_info_query
1882	BOS 该账户禁止券商端发起银证转出 EOS\	O O O O O O B-subject I-subject I-subject I-subject I-subject I-subject I-subject I-subject I-subject transfer_failed
1883	BOS 理财资金怎么取到银行 EOS\	O B-subject I-subject I-subject I-subject O O O O O O transfer_failed
1884	BOS 申购新股是看深证总市值吗 EOS\	O B-action I-action B-subject I-subject O O O O O O O O newstk_subscribe_cal
1885	BOS 资金帳号忘记了 EOS\	O O O O O O O O account_info_query
1886	BOS 周五清空的股票，今天证券转银行怎么没发操作 EOS\	O O O O O O O O O O O O O O O O O O O O O O transfer_failed
1887	BOS 咋样登陆？显示账户不存在呢 EOS\	O O O O O O O O O O O O O O account_info_query
1888	BOS 我怎么申购不了新股 EOS\	O O O O B-action I-action O O B-subject I-subject newstk_subscribe_cal
1889	BOS 现金宝是什么 EOS\	O B-subject I-subject I-subject O O O xjb_consult
1890	BOS 你好，我账户锁定了，解锁说是账户不存在是什么意思 EOS\	O O O O O O O O O O O O O O O O O O O O O O O O O account_info_query
1891	BOS 新股申购的条件是什么？ EOS\	O B-subject I-subject B-action I-action O O O O O O O newstk_subscribe_cal
1892	BOS 什么是现金宝 EOS\	O O O O B-subject I-subject I-subject xjb_consult
1893	BOS 有市值，为什么不能申购新股？ EOS\	O O O O O O O O O O B-action I-action B-subject I-subject O newstk_subscribe_cal
1894	BOS 现在还可以转帐嘛 EOS\	O O O O O O O O O cash_transfer_operator
1895	BOS 持股多久才能申购新股？ EOS\	O O O O O O O B-action I-action B-subject I-subject O newstk_quote_cal
1896	BOS 怎么操作新股申购 EOS\	O O O O O B-subject I-subject B-action I-action newstk_quote_cal
1897	BOS 请问我怎么不能申购新股？ EOS\	O O O O O O O O B-action I-action B-subject I-subject O newstk_quote_cal
1898	BOS 昨天新开的  怎么查到我的资金账号等信息？ EOS\	O O O O O O O O O O O O O O O O O O O O O O account_info_query
1899	BOS 进不了个人信息  需要资金账户 EOS\	O O O O O O O O O O O O O O O O account_info_query
